Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,perception,tempo,Task Version,order-enwm,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: image,Spreadsheet: correct_response,Spreadsheet: whitescreen,Manipulation: Spreadsheet
18,1.70707E+12,04/02/2024 16:53,1.70707E+12,0,04/02/2024 16:53,162688,9,task-45b1,,34787130,BLIND,10281286,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,BCADFE,Spreadsheet1,7,Trial,Screen 2,gdvsqo,2,response,Present,601,600,601,601,600,601,1,601,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,7.jpg,Present,,
19,1.70707E+12,04/02/2024 16:53,1.70707E+12,0,04/02/2024 16:53,162688,9,task-45b1,,34787130,BLIND,10281286,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,BCADFE,Spreadsheet1,8,Trial,Screen 1,um9bhn,1,continue,,1966,1966,1966,1966,1966,1966,1,1966,0,0,,Fixation Timing,Fixation,1,object-8,Trial,8.jpg,Absent,,
20,1.70707E+12,04/02/2024 16:53,1.70707E+12,0,04/02/2024 16:53,162688,9,task-45b1,,34787130,BLIND,10281286,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,BCADFE,Spreadsheet1,8,Trial,Screen 2,gdvsqo,2,response,Absent,925,917,925,925,917,925,1,925,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,8.jpg,Absent,,
21,1.70707E+12,04/02/2024 16:53,1.70707E+12,0,04/02/2024 16:53,162688,9,task-45b1,,34787130,BLIND,10281286,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,BCADFE,Spreadsheet1,1,End,Screen 1,jo2ygf,1,continue,,4044,4033,4044,4044,4033,4044,1,4044,0,0,,Click To Continue,Continue Button,2,object-18,End,,,,
22,1.70707E+12,04/02/2024 16:53,1.70707E+12,0,04/02/2024 16:53,162688,9,task-45b1,,34787130,BLIND,10281286,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,BCADFE,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,
1,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,,,,,,5,START SUBSYSTEM base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
2,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,,,,,,5,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
3,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,
4,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,1,screen 1,Screen 1,zufrd2,1,continue,,3683,3673,3683,3683,3673,3683,1,3683,0,0,,Click To Continue,Continue Button,2,object-4,screen 1,,,,
5,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,1,Trial,Screen 1,um9bhn,1,continue,,1966,1966,1966,1966,1966,1966,1,1966,0,0,,Fixation Timing,Fixation,1,object-8,Trial,1.jpg,Present,,
6,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,1,Trial,Screen 2,gdvsqo,2,response,Present,3339,3334,3339,3339,3334,3339,1,3339,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,1.jpg,Present,,
7,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,2,Trial,Screen 1,um9bhn,1,continue,,1966,1966,1966,1966,1966,1966,1,1966,0,0,,Fixation Timing,Fixation,1,object-8,Trial,2.jpg,Present,,
8,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,2,Trial,Screen 2,gdvsqo,2,response,Present,1327,1317,1327,1327,1317,1327,1,1327,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,2.jpg,Present,,
9,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,3,Trial,Screen 1,um9bhn,1,continue,,1967,1967,1967,1967,1967,1967,1,1967,0,0,,Fixation Timing,Fixation,1,object-8,Trial,3.jpg,Absent,,
10,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,3,Trial,Screen 2,gdvsqo,2,response,Absent,1391,1383,1391,1391,1383,1391,1,1391,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,3.jpg,Absent,,
11,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,4,Trial,Screen 1,um9bhn,1,continue,,1967,1967,1967,1967,1967,1967,1,1967,0,0,,Fixation Timing,Fixation,1,object-8,Trial,4.jpg,Absent,,
12,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,4,Trial,Screen 2,gdvsqo,2,response,Absent,1480,1467,1480,1480,1467,1480,1,1480,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,4.jpg,Absent,,
13,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,5,Trial,Screen 1,um9bhn,1,continue,,1966,1966,1966,1966,1966,1966,1,1966,0,0,,Fixation Timing,Fixation,1,object-8,Trial,5.jpg,Present,,
14,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,5,Trial,Screen 2,gdvsqo,2,response,Present,657,651,657,657,651,657,1,657,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,5.jpg,Present,,
15,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,6,Trial,Screen 1,um9bhn,1,continue,,1966,1966,1966,1966,1966,1966,1,1966,0,0,,Fixation Timing,Fixation,1,object-8,Trial,6.jpg,Absent,,
16,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,6,Trial,Screen 2,gdvsqo,2,response,Absent,860,849,860,860,849,860,1,860,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,6.jpg,Absent,,
17,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,7,Trial,Screen 1,um9bhn,1,continue,,1968,1968,1968,1968,1968,1968,1,1968,0,0,,Fixation Timing,Fixation,1,object-8,Trial,7.jpg,Present,,
18,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,7,Trial,Screen 2,gdvsqo,2,response,Present,687,683,687,687,683,687,1,687,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,7.jpg,Present,,
19,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,8,Trial,Screen 1,um9bhn,1,continue,,1967,1967,1967,1967,1967,1967,1,1967,0,0,,Fixation Timing,Fixation,1,object-8,Trial,8.jpg,Absent,,
20,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,8,Trial,Screen 2,gdvsqo,2,response,Absent,1193,1182,1193,1193,1182,1193,1,1193,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,8.jpg,Absent,,
21,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,1,End,Screen 1,jo2ygf,1,continue,,2413,2401,2413,2413,2401,2413,1,2413,0,0,,Click To Continue,Continue Button,2,object-18,End,,,,
22,1.70707E+12,04/02/2024 16:57,1.70707E+12,0,04/02/2024 16:57,162688,9,task-45b1,,34787216,BLIND,10281306,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,CDBEAF,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,
1,1.70707E+12,04/02/2024 17:03,1.70707E+12,0,04/02/2024 17:03,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,,,,,,5,START SUBSYSTEM base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
2,1.70707E+12,04/02/2024 17:03,1.70707E+12,0,04/02/2024 17:03,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,,,,,,5,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
3,1.70707E+12,04/02/2024 17:03,1.70707E+12,0,04/02/2024 17:03,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,
4,1.70707E+12,04/02/2024 17:03,1.70707E+12,0,04/02/2024 17:03,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,1,screen 1,Screen 1,zufrd2,1,continue,,799,790,799,799,790,799,1,799,0,0,,Click To Continue,Continue Button,2,object-4,screen 1,,,,
5,1.70707E+12,04/02/2024 17:03,1.70707E+12,0,04/02/2024 17:03,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,1,Trial,Screen 1,um9bhn,1,continue,,1967,1967,1967,1967,1967,1967,1,1967,0,0,,Fixation Timing,Fixation,1,object-8,Trial,1.jpg,Present,,
6,1.70707E+12,04/02/2024 17:03,1.70707E+12,0,04/02/2024 17:03,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,1,Trial,Screen 2,gdvsqo,2,response,Present,885,883,885,885,883,885,1,885,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,1.jpg,Present,,
7,1.70707E+12,04/02/2024 17:03,1.70707E+12,0,04/02/2024 17:03,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,2,Trial,Screen 1,um9bhn,1,continue,,1967,1967,1967,1967,1967,1967,1,1967,0,0,,Fixation Timing,Fixation,1,object-8,Trial,2.jpg,Present,,
8,1.70707E+12,04/02/2024 17:03,1.70707E+12,0,04/02/2024 17:03,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,2,Trial,Screen 2,gdvsqo,2,response,Present,1063,1050,1063,1063,1050,1063,1,1063,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,2.jpg,Present,,
9,1.70707E+12,04/02/2024 17:04,1.70707E+12,0,04/02/2024 17:04,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,3,Trial,Screen 1,um9bhn,1,continue,,1967,1967,1967,1967,1967,1967,1,1967,0,0,,Fixation Timing,Fixation,1,object-8,Trial,3.jpg,Absent,,
10,1.70707E+12,04/02/2024 17:04,1.70707E+12,0,04/02/2024 17:04,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,3,Trial,Screen 2,gdvsqo,2,response,Absent,1814,1800,1814,1814,1800,1814,1,1814,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,3.jpg,Absent,,
11,1.70707E+12,04/02/2024 17:04,1.70707E+12,0,04/02/2024 17:04,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,4,Trial,Screen 1,um9bhn,1,continue,,1966,1966,1966,1966,1966,1966,1,1966,0,0,,Fixation Timing,Fixation,1,object-8,Trial,4.jpg,Absent,,
12,1.70707E+12,04/02/2024 17:04,1.70707E+12,0,04/02/2024 17:04,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,4,Trial,Screen 2,gdvsqo,2,response,Absent,1571,1567,1571,1571,1567,1571,1,1571,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,4.jpg,Absent,,
13,1.70707E+12,04/02/2024 17:04,1.70707E+12,0,04/02/2024 17:04,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,5,Trial,Screen 1,um9bhn,1,continue,,1967,1967,1967,1967,1967,1967,1,1967,0,0,,Fixation Timing,Fixation,1,object-8,Trial,5.jpg,Present,,
14,1.70707E+12,04/02/2024 17:04,1.70707E+12,0,04/02/2024 17:04,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,5,Trial,Screen 2,gdvsqo,2,response,Present,642,633,642,642,633,642,1,642,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,5.jpg,Present,,
15,1.70707E+12,04/02/2024 17:04,1.70707E+12,0,04/02/2024 17:04,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,6,Trial,Screen 1,um9bhn,1,continue,,1967,1967,1967,1967,1967,1967,1,1967,0,0,,Fixation Timing,Fixation,1,object-8,Trial,6.jpg,Absent,,
16,1.70707E+12,04/02/2024 17:04,1.70707E+12,0,04/02/2024 17:04,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,6,Trial,Screen 2,gdvsqo,2,response,Absent,989,983,989,989,983,989,1,989,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,6.jpg,Absent,,
17,1.70707E+12,04/02/2024 17:04,1.70707E+12,0,04/02/2024 17:04,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,7,Trial,Screen 1,um9bhn,1,continue,,1967,1967,1967,1967,1967,1967,1,1967,0,0,,Fixation Timing,Fixation,1,object-8,Trial,7.jpg,Present,,
18,1.70707E+12,04/02/2024 17:04,1.70707E+12,0,04/02/2024 17:04,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,7,Trial,Screen 2,gdvsqo,2,response,Present,1234,1217,1234,1234,1217,1234,1,1234,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,7.jpg,Present,,
19,1.70707E+12,04/02/2024 17:04,1.70707E+12,0,04/02/2024 17:04,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,8,Trial,Screen 1,um9bhn,1,continue,,1966,1966,1966,1966,1966,1966,1,1966,0,0,,Fixation Timing,Fixation,1,object-8,Trial,8.jpg,Absent,,
20,1.70707E+12,04/02/2024 17:04,1.70707E+12,0,04/02/2024 17:04,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,8,Trial,Screen 2,gdvsqo,2,response,Absent,1615,1600,1615,1615,1600,1615,1,1615,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,8.jpg,Absent,,
21,1.70707E+12,04/02/2024 17:04,1.70707E+12,0,04/02/2024 17:04,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,1,End,Screen 1,jo2ygf,1,continue,,1158,1150,1158,1158,1150,1158,1,1158,0,0,,Click To Continue,Continue Button,2,object-18,End,,,,
22,1.70707E+12,04/02/2024 17:04,1.70707E+12,0,04/02/2024 17:04,162688,9,task-45b1,,34787374,BLIND,10281348,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1376x741,,,0,high,no,8,EFDACB,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,
1,1.70708E+12,04/02/2024 20:45,1.70708E+12,0,04/02/2024 20:45,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,,,,,,5,START SUBSYSTEM base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
2,1.70708E+12,04/02/2024 20:45,1.70708E+12,0,04/02/2024 20:45,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,,,,,,5,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
3,1.70708E+12,04/02/2024 20:45,1.70708E+12,0,04/02/2024 20:45,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,
4,1.70708E+12,04/02/2024 20:45,1.70708E+12,0,04/02/2024 20:45,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,1,screen 1,Screen 1,zufrd2,1,continue,,21976.7,21963.8,21976.7,21976.7,21963.8,21976.7,1,21976.7,0,0,,Click To Continue,Continue Button,2,object-4,screen 1,,,,
5,1.70708E+12,04/02/2024 20:45,1.70708E+12,0,04/02/2024 20:45,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,1,Trial,Screen 1,um9bhn,1,continue,,1966.4,1966.4,1966.4,1966.4,1966.4,1966.4,1,1966.4,0,0,,Fixation Timing,Fixation,1,object-8,Trial,1.jpg,Present,,
6,1.70708E+12,04/02/2024 20:45,1.70708E+12,0,04/02/2024 20:45,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,1,Trial,Screen 2,gdvsqo,2,response,Present,757.9,749.9,757.9,757.9,749.9,757.9,1,757.9,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,1.jpg,Present,,
7,1.70708E+12,04/02/2024 20:45,1.70708E+12,0,04/02/2024 20:45,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,2,Trial,Screen 1,um9bhn,1,continue,,1966.4,1966.4,1966.4,1966.4,1966.4,1966.4,1,1966.4,0,0,,Fixation Timing,Fixation,1,object-8,Trial,2.jpg,Present,,
8,1.70708E+12,04/02/2024 20:46,1.70708E+12,0,04/02/2024 20:46,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,2,Trial,Screen 2,gdvsqo,2,response,Absent,1109.9,1100.2,1109.9,1109.9,1100.2,1109.9,0,1109.9,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,2.jpg,Present,,
9,1.70708E+12,04/02/2024 20:46,1.70708E+12,0,04/02/2024 20:46,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,3,Trial,Screen 1,um9bhn,1,continue,,1966.1,1966.1,1966.1,1966.1,1966.1,1966.1,1,1966.1,0,0,,Fixation Timing,Fixation,1,object-8,Trial,3.jpg,Absent,,
10,1.70708E+12,04/02/2024 20:46,1.70708E+12,0,04/02/2024 20:46,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,3,Trial,Screen 2,gdvsqo,2,response,Absent,1433.2,1416.5,1433.2,1433.2,1416.5,1433.2,1,1433.2,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,3.jpg,Absent,,
11,1.70708E+12,04/02/2024 20:46,1.70708E+12,0,04/02/2024 20:46,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,4,Trial,Screen 1,um9bhn,1,continue,,1966.3,1966.3,1966.3,1966.3,1966.3,1966.3,1,1966.3,0,0,,Fixation Timing,Fixation,1,object-8,Trial,4.jpg,Absent,,
12,1.70708E+12,04/02/2024 20:46,1.70708E+12,0,04/02/2024 20:46,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,4,Trial,Screen 2,gdvsqo,2,response,Absent,927.3,916.7,927.3,927.3,916.7,927.3,1,927.3,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,4.jpg,Absent,,
