Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,perception,tempo,Task Version,order-enwm,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: image,Spreadsheet: correct_response,Spreadsheet: whitescreen,Manipulation: Spreadsheet
13,1.70708E+12,04/02/2024 20:46,1.70708E+12,0,04/02/2024 20:46,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,5,Trial,Screen 1,um9bhn,1,continue,,1966.6,1966.6,1966.6,1966.6,1966.6,1966.6,1,1966.6,0,0,,Fixation Timing,Fixation,1,object-8,Trial,5.jpg,Present,,
14,1.70708E+12,04/02/2024 20:46,1.70708E+12,0,04/02/2024 20:46,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,5,Trial,Screen 2,gdvsqo,2,response,Present,688.3000001,683,688.3000001,688.3000001,683,688.3000001,1,688.3000001,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,5.jpg,Present,,
15,1.70708E+12,04/02/2024 20:46,1.70708E+12,0,04/02/2024 20:46,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,6,Trial,Screen 1,um9bhn,1,continue,,1966.4,1966.4,1966.4,1966.4,1966.4,1966.4,1,1966.4,0,0,,Fixation Timing,Fixation,1,object-8,Trial,6.jpg,Absent,,
16,1.70708E+12,04/02/2024 20:46,1.70708E+12,0,04/02/2024 20:46,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,6,Trial,Screen 2,gdvsqo,2,response,Absent,1061.4,1049.9,1061.4,1061.4,1049.9,1061.4,1,1061.4,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,6.jpg,Absent,,
17,1.70708E+12,04/02/2024 20:46,1.70708E+12,0,04/02/2024 20:46,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,7,Trial,Screen 1,um9bhn,1,continue,,1966.4,1966.4,1966.4,1966.4,1966.4,1966.4,1,1966.4,0,0,,Fixation Timing,Fixation,1,object-8,Trial,7.jpg,Present,,
18,1.70708E+12,04/02/2024 20:46,1.70708E+12,0,04/02/2024 20:46,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,7,Trial,Screen 2,gdvsqo,2,response,Present,1130.2,1116.6,1130.2,1130.2,1116.6,1130.2,1,1130.2,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,7.jpg,Present,,
19,1.70708E+12,04/02/2024 20:46,1.70708E+12,0,04/02/2024 20:46,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,8,Trial,Screen 1,um9bhn,1,continue,,1966.3,1966.3,1966.3,1966.3,1966.3,1966.3,1,1966.3,0,0,,Fixation Timing,Fixation,1,object-8,Trial,8.jpg,Absent,,
20,1.70708E+12,04/02/2024 20:46,1.70708E+12,0,04/02/2024 20:46,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,8,Trial,Screen 2,gdvsqo,2,response,Absent,937.7000001,933.2,937.7000001,937.7000001,933.2,937.7000001,1,937.7000001,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,8.jpg,Absent,,
21,1.70708E+12,04/02/2024 20:46,1.70708E+12,0,04/02/2024 20:46,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,1,End,Screen 1,jo2ygf,1,continue,,1654.9,1649.9,1654.9,1654.9,1649.9,1654.9,1,1654.9,0,0,,Click To Continue,Continue Button,2,object-18,End,,,,
22,1.70708E+12,04/02/2024 20:46,1.70708E+12,0,04/02/2024 20:46,162688,9,task-45b1,,34791955,BLIND,10283501,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x598,,,0,high,no,8,BCADFE,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,
1,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,,,,,,5,START SUBSYSTEM base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
2,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,,,,,,5,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
3,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,
4,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,1,screen 1,Screen 1,zufrd2,1,continue,,11448.475,11432.876,11448.475,11448.475,11432.876,11448.475,1,11448.475,0,0,,Click To Continue,Continue Button,2,object-4,screen 1,,,,
5,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,1,Trial,Screen 1,um9bhn,1,continue,,1967.021,1967.021,1967.021,1967.021,1967.021,1967.021,1,1967.021,0,0,,Fixation Timing,Fixation,1,object-8,Trial,1.jpg,Present,,
6,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,1,Trial,Screen 2,gdvsqo,2,response,Present,3333.2,3316.534,3333.2,3333.2,3316.534,3333.2,1,3333.2,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,1.jpg,Present,,
7,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,2,Trial,Screen 1,um9bhn,1,continue,,1966.588,1966.588,1966.588,1966.588,1966.588,1966.588,1,1966.588,0,0,,Fixation Timing,Fixation,1,object-8,Trial,2.jpg,Present,,
8,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,2,Trial,Screen 2,gdvsqo,2,response,Present,1415.691,1399.944,1415.691,1415.691,1399.944,1415.691,1,1415.691,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,2.jpg,Present,,
9,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,3,Trial,Screen 1,um9bhn,1,continue,,1966.852,1966.852,1966.852,1966.852,1966.852,1966.852,1,1966.852,0,0,,Fixation Timing,Fixation,1,object-8,Trial,3.jpg,Absent,,
10,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,3,Trial,Screen 2,gdvsqo,2,response,Absent,3298.925,3283.202,3298.925,3298.925,3283.202,3298.925,1,3298.925,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,3.jpg,Absent,,
11,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,4,Trial,Screen 1,um9bhn,1,continue,,1966.588,1966.588,1966.588,1966.588,1966.588,1966.588,1,1966.588,0,0,,Fixation Timing,Fixation,1,object-8,Trial,4.jpg,Absent,,
12,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,4,Trial,Screen 2,gdvsqo,2,response,Absent,2326.93,2316.574,2326.93,2326.93,2316.574,2326.93,1,2326.93,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,4.jpg,Absent,,
13,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,5,Trial,Screen 1,um9bhn,1,continue,,1966.588,1966.588,1966.588,1966.588,1966.588,1966.588,1,1966.588,0,0,,Fixation Timing,Fixation,1,object-8,Trial,5.jpg,Present,,
14,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,5,Trial,Screen 2,gdvsqo,2,response,Present,956.808,950.237,956.808,956.808,950.237,956.808,1,956.808,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,5.jpg,Present,,
15,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,6,Trial,Screen 1,um9bhn,1,continue,,1966.588,1966.588,1966.588,1966.588,1966.588,1966.588,1,1966.588,0,0,,Fixation Timing,Fixation,1,object-8,Trial,6.jpg,Absent,,
16,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,6,Trial,Screen 2,gdvsqo,2,response,Absent,1966.588,1949.922,1966.588,1966.588,1949.922,1966.588,1,1966.588,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,6.jpg,Absent,,
17,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,7,Trial,Screen 1,um9bhn,1,continue,,1966.588,1966.588,1966.588,1966.588,1966.588,1966.588,1,1966.588,0,0,,Fixation Timing,Fixation,1,object-8,Trial,7.jpg,Present,,
18,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,7,Trial,Screen 2,gdvsqo,2,response,Present,1285.673,1283.282,1285.673,1285.673,1283.282,1285.673,1,1285.673,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,7.jpg,Present,,
19,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,8,Trial,Screen 1,um9bhn,1,continue,,1966.588,1966.588,1966.588,1966.588,1966.588,1966.588,1,1966.588,0,0,,Fixation Timing,Fixation,1,object-8,Trial,8.jpg,Absent,,
20,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,8,Trial,Screen 2,gdvsqo,2,response,Absent,2559.478,2550.162,2559.478,2559.478,2550.162,2559.478,1,2559.478,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,8.jpg,Absent,,
21,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,1,End,Screen 1,jo2ygf,1,continue,,2199.912,2183.246,2199.912,2199.912,2183.246,2199.912,1,2199.912,0,0,,Click To Continue,Continue Button,2,object-18,End,,,,
22,1.70709E+12,04/02/2024 22:42,1.70709E+12,0,04/02/2024 22:42,162688,9,task-45b1,,34793873,BLIND,10284154,,complete,,,computer,Desktop or Laptop,Mac OS 10.16.0,Chrome 78.0.3904.108,1440x900,1440x821,,,0,high,no,8,CDBEAF,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,
1,1.70709E+12,04/02/2024 22:45,1.70709E+12,0,04/02/2024 22:45,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,,,,,,5,START SUBSYSTEM base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
2,1.70709E+12,04/02/2024 22:45,1.70709E+12,0,04/02/2024 22:45,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,,,,,,5,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
3,1.70709E+12,04/02/2024 22:45,1.70709E+12,0,04/02/2024 22:45,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,
4,1.70709E+12,04/02/2024 22:45,1.70709E+12,0,04/02/2024 22:45,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,1,screen 1,Screen 1,zufrd2,1,continue,,44114,44097.2,44114,44114,44097.2,44114,1,44114,0,0,,Click To Continue,Continue Button,2,object-4,screen 1,,,,
5,1.70709E+12,04/02/2024 22:45,1.70709E+12,0,04/02/2024 22:45,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,1,Trial,Screen 1,um9bhn,1,continue,,1965.3,1965.3,1965.3,1965.3,1965.3,1965.3,1,1965.3,0,0,,Fixation Timing,Fixation,1,object-8,Trial,1.jpg,Present,,
6,1.70709E+12,04/02/2024 22:46,1.70709E+12,0,04/02/2024 22:46,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,1,Trial,Screen 2,gdvsqo,2,response,Absent,24246.7,24229.9,24246.7,24246.7,24229.9,24246.7,0,24246.7,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,1.jpg,Present,,
7,1.70709E+12,04/02/2024 22:46,1.70709E+12,0,04/02/2024 22:46,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,2,Trial,Screen 1,um9bhn,1,continue,,1965.1,1965.1,1965.1,1965.1,1965.1,1965.1,1,1965.1,0,0,,Fixation Timing,Fixation,1,object-8,Trial,2.jpg,Present,,
8,1.70709E+12,04/02/2024 22:46,1.70709E+12,0,04/02/2024 22:46,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,2,Trial,Screen 2,gdvsqo,2,response,Absent,3239.5,3230.6,3239.5,3239.5,3230.6,3239.5,0,3239.5,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,2.jpg,Present,,
9,1.70709E+12,04/02/2024 22:46,1.70709E+12,0,04/02/2024 22:46,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,3,Trial,Screen 1,um9bhn,1,continue,,1965,1965,1965,1965,1965,1965,1,1965,0,0,,Fixation Timing,Fixation,1,object-8,Trial,3.jpg,Absent,,
10,1.70709E+12,04/02/2024 22:46,1.70709E+12,0,04/02/2024 22:46,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,3,Trial,Screen 2,gdvsqo,2,response,Absent,12518,12506.6,12518,12518,12506.6,12518,1,12518,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,3.jpg,Absent,,
11,1.70709E+12,04/02/2024 22:46,1.70709E+12,0,04/02/2024 22:46,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,4,Trial,Screen 1,um9bhn,1,continue,,1965,1965,1965,1965,1965,1965,1,1965,0,0,,Fixation Timing,Fixation,1,object-8,Trial,4.jpg,Absent,,
12,1.70709E+12,04/02/2024 22:46,1.70709E+12,0,04/02/2024 22:46,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,4,Trial,Screen 2,gdvsqo,2,response,Absent,1453.7,1448.6,1453.7,1453.7,1448.6,1453.7,1,1453.7,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,4.jpg,Absent,,
13,1.70709E+12,04/02/2024 22:46,1.70709E+12,0,04/02/2024 22:46,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,5,Trial,Screen 1,um9bhn,1,continue,,1965.2,1965.2,1965.2,1965.2,1965.2,1965.2,1,1965.2,0,0,,Fixation Timing,Fixation,1,object-8,Trial,5.jpg,Present,,
14,1.70709E+12,04/02/2024 22:46,1.70709E+12,0,04/02/2024 22:46,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,5,Trial,Screen 2,gdvsqo,2,response,Absent,1391,1382.3,1391,1391,1382.3,1391,0,1391,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,5.jpg,Present,,
15,1.70709E+12,04/02/2024 22:46,1.70709E+12,0,04/02/2024 22:46,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,6,Trial,Screen 1,um9bhn,1,continue,,1965.1,1965.1,1965.1,1965.1,1965.1,1965.1,1,1965.1,0,0,,Fixation Timing,Fixation,1,object-8,Trial,6.jpg,Absent,,
16,1.70709E+12,04/02/2024 22:46,1.70709E+12,0,04/02/2024 22:46,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,6,Trial,Screen 2,gdvsqo,2,response,Absent,1143.9,1132.2,1143.9,1143.9,1132.2,1143.9,1,1143.9,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,6.jpg,Absent,,
17,1.70709E+12,04/02/2024 22:46,1.70709E+12,0,04/02/2024 22:46,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,7,Trial,Screen 1,um9bhn,1,continue,,1965.2,1965.2,1965.2,1965.2,1965.2,1965.2,1,1965.2,0,0,,Fixation Timing,Fixation,1,object-8,Trial,7.jpg,Present,,
18,1.70709E+12,04/02/2024 22:46,1.70709E+12,0,04/02/2024 22:46,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,7,Trial,Screen 2,gdvsqo,2,response,Absent,2643.1,2631.1,2643.1,2643.1,2631.1,2643.1,0,2643.1,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,7.jpg,Present,,
19,1.70709E+12,04/02/2024 22:46,1.70709E+12,0,04/02/2024 22:46,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,8,Trial,Screen 1,um9bhn,1,continue,,1965.1,1965.1,1965.1,1965.1,1965.1,1965.1,1,1965.1,0,0,,Fixation Timing,Fixation,1,object-8,Trial,8.jpg,Absent,,
20,1.70709E+12,04/02/2024 22:47,1.70709E+12,0,04/02/2024 22:47,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,8,Trial,Screen 2,gdvsqo,2,response,Absent,1595.5,1582,1595.5,1595.5,1582,1595.5,1,1595.5,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,8.jpg,Absent,,
21,1.70709E+12,04/02/2024 22:47,1.70709E+12,0,04/02/2024 22:47,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,1,End,Screen 1,jo2ygf,1,continue,,3463.2,3447.1,3463.2,3463.2,3447.1,3463.2,1,3463.2,0,0,,Click To Continue,Continue Button,2,object-18,End,,,,
22,1.70709E+12,04/02/2024 22:47,1.70709E+12,0,04/02/2024 22:47,162688,9,task-45b1,,34793922,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,no,8,DECFBA,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,
1,1.70713E+12,05/02/2024 11:12,1.70713E+12,0,05/02/2024 11:12,162688,9,task-45b1,,34803251,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,FAEBDC,Spreadsheet1,,,,,,5,START SUBSYSTEM base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
2,1.70713E+12,05/02/2024 11:12,1.70713E+12,0,05/02/2024 11:12,162688,9,task-45b1,,34803251,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,FAEBDC,Spreadsheet1,,,,,,5,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
3,1.70713E+12,05/02/2024 11:12,1.70713E+12,0,05/02/2024 11:12,162688,9,task-45b1,,34803251,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,FAEBDC,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,
4,1.70713E+12,05/02/2024 11:12,1.70713E+12,0,05/02/2024 11:12,162688,9,task-45b1,,34803251,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,no,8,FAEBDC,Spreadsheet1,1,screen 1,Screen 1,zufrd2,1,continue,,1102,1093,1102,1102,1093,1102,1,1102,0,0,,Click To Continue,Continue Button,2,object-4,screen 1,,,,
